title,author,price
 全光园区网络架构与实现,李霆、张军、万席锋,¥44.50
 Python金融风险管理FRM（实战篇）,姜伟生、涂升 主编 安然、芦苇、张丰 编著,¥84.50
 WPS Office高效办公应用与技巧大全（案例·视频）适用2016/2019版 wps完全自学教程从入门到精通新版 流,何国辉 著,¥88.00
 3D数学基础：图形和游戏开发（第2版）,[美]弗莱彻·邓恩（Fletcher Dunn） [美]伊恩·帕贝利（Ian Parberry） 穆丽君 张俊 译,¥99.50
 Docker与Kubernetes容器运维实战,王启明 肖志健,¥39.90
 零基础学Java（全彩版）Java新手入门自学教程,明日科技(Mingri Soft),¥68.40
 Kubernetes从入门到DevOps企业应用实战,韩先超,¥64.00
 程序员的数学系列（套装共4册）(图灵出品),[日]结城浩 [日]平冈和幸 堀玄 [日]宫崎修一,¥133.40
 Altium Designer 21 PCB设计官方指南(基础应用),Altium中国技术支持中心,¥34.50
 FreeCAD从入门到综合实战,拦继元 著,¥49.50
 R语言实战 第2版,[美]卡巴科弗（Robert I. Kabacoff）,¥49.50
 轮式自主移动机器人编程实战,李德,¥29.90
 Python从入门到精通（第3版）,明日科技,¥44.90
 Google SRE工作手册,"[美]贝特西,[美]尼尔,[美]戴维,等",¥57.60
 欧姆龙PLC编程及应用实例,周长锁，冯大志，王旭 编著,¥29.00
 Arduino程序设计基础（第2版）,陈吕洲 编著,¥24.50
 C++编程入门 C++程序设计 零基础学C++ 极简C++自学案例视频教程教材 电脑编程 计算机书籍 c语言 C++项目,杨国兴 编著,¥78.20
 人工智能超入门丛书--数据素养：人工智能如何有据可依,龚超、郑子杰、汪辉 著,¥34.90
 流畅的Python,[巴西]卢西亚诺,¥69.50
 MATLAB信号处理——算法、仿真与实现,张轶,¥47.50
 Efficient Linux命令行,[美]丹尼尔·J. 巴雷特（Daniel J. Barrett）马晶慧,¥39.60
 深度强化学习图解,[美]米格尔·莫拉莱斯(Miguel Morales)著 郭涛 译,¥69.50
 临界：人工智能时代的全球法变迁,余盛峰,¥49.50
 Python与数据分析及可视化（微课视频版）,李鲁群、李晓丰、张波,¥24.90
 Excel高效商务办公一本通,博蓄诚品 编著,¥34.50
 Google软件工程,"[美]提图斯·温特斯,[美]汤姆·曼什雷克,[美]海勒姆·赖特",¥66.60
 短视频拍摄与制作,门一润 黄博 张琬丛 袁超 李怡璇 陈添琪,¥39.50
 Python自动化办公从入门到精通——让Excel、Word、PPT飞起来,龙豪杰 著,¥32.60
 Photoshop 2022从入门到精通,敬伟,¥49.00
 DK图解计算机科学 儿童STEM创新思维培养,英国DK公司,¥64.00
 深入理解Go语言,刘丹冰,¥59.50
 LabVIEW虚拟仪器项目开发与实践,杨高科,¥89.50
 51单片机快速入门教程,潘志铭、李健辉、张博、董磊,¥29.90
 用数据讲故事——专业图表实训教程,[美]科尔·努斯鲍默·纳福利克（Cole Nussbaumer Knaflic）,¥146.80
 STM32Cube高效开发教程（基础篇）,王维波 鄢志丹 王钊,¥117.40
 Easy C++（第5版）日系简洁系列书籍 wpf c语言程序设计教材 c++ primer plus 数据结构与算法分,高桥麻奈,¥97.90
 原子嵌入式Linux驱动开发详解与实战（ARM Linux驱动）,左忠凯,¥89.00
 Cinema 4D从入门到精通（微视频版）,靳太然、孙瑶,¥59.00
 Python+Kivy(App开发)从入门到实践(全彩版),明日科技(Mingri Soft),¥96.00
 PPT影响力:逻辑思维·设计技法·演讲表达,熊王,¥49.50
 Python数据分析从入门到精通,明日科技,¥44.90
 抖音短视频吸粉、引流、变现全攻略,徐浪,¥20.10
 手机短视频拍摄技巧+剪辑处理+特效制作+调色字幕从新手到高手,王斐,¥44.00
 大话机器学习——原理|算法|建模|代码30讲,叶新江,¥59.50
 PPT最强教科书：[完全版],张栋 著,¥85.30
 知识图谱与深度学习,刘知远 韩旭 孙茂松,¥49.50
 通用图形处理器设计——GPGPU编程模型与架构原理,景乃锋、柯晶、梁晓?i,¥44.50
 西门子S7-1200/1500 PLC学习手册——基于LAD和SCL编程,向晓汉，李润海 主编,¥74.00
 Excel公式与函数应用技巧大全（彩印+视频讲解）wps 办公软件 办公应用自学教程 谁说菜鸟不会数据分析 ppt wo,IT新时代教育,¥68.40
 漫话人工智能：从二进制到未来智能社会,秦曾昌 田达玮,¥44.00
 完全图解5G 5G移动通信工作原理 图解5g技术 图解5g工作原理 大话5g时代 图解5G时代商业模式 5g系统技术原理,饭盛英二 田原干雄 中村隆治,¥68.40
 PPT表达力：从Excel到PPT完美展示（案例 视频）不要让糟糕的设计毁了数据—从excel表格到ppt数据可视化 p,偷懒的技术,¥88.00
 FFmpeg入门详解——音视频原理及应用,梅会东,¥34.50
 微信小程序开发实战入门,张光河 主编 刘芳华 段高华 吴福英 参编,¥34.90
 STM32Cube高效开发教程 基础+高级篇（当当套装2册）,王维波 鄢志丹 王钊,¥244.70
 SQL Server从入门到精通（第5版）,明日科技,¥49.90
 接口自动化测试项目实战：Python 3.8+Requests+PyMySQL+pytest+Jenkins实现,江楚,¥29.50
 Docker与Kubernetes容器虚拟化技术与应用,倪振松 刘宏嘉 陈建平 主编 谢岳富 副主编,¥34.90
 反欺骗的艺术——世界传奇黑客的经历分享,"(美) 米特尼克(Mitnick, K. D.)，(美) 西蒙(Simon, W. L.) 著，潘爱民 译",¥39.00
 PyTorch深度学习简明实战,日月光华,¥44.90
 PLC结构化文本编程,傅磊,¥34.50
 Word/Excel/PPT从入门到精通office教程（视频讲解+彩色印刷）wps office 办公软件 办公应用从,精英资讯,¥88.00
 人员应急疏散仿真工程软件——Pathfinder从入门到精通,王春雪，吕淑然 编著,¥24.50
 MATLAB信号处理（第2版）,沈再阳,¥59.00
 MATLAB电磁场与微波技术仿真,梅中磊、李月娥、马阿宁,¥34.50
 PyTorch深度学习模型开发实战 chatgpt聊天机器人 动手学机器学习开发案例实战 pytorch强化学习 图像识,【日】小川雄太郎,¥115.60
 动手学推荐系统——基于PyTorch的算法实现（微课视频版）,於方仁,¥39.50
 算法竞赛入门经典——训练指南,刘汝佳 陈锋,¥59.00
 利用FastAPI构建Python微服务,[美]舍温·约翰·C.特拉古拉 著 王婷 译,¥64.50
 HTML5+CSS3+JavaScript从入门到精通（标准版）基础视频讲解与案例实战，8大素材库，源代码配套学习更轻松,未来科技,¥88.00
 嵌入式实时操作系统——FreeRTOS原理、架构与开发（微课视频版）,奚海蛟,¥29.50
 视频拍摄与剪映剪辑技巧大全,龙飞 编著,¥76.40
 Word+Excel+PPT+PS+移动办公office 5合1完全自学视频教程（全彩版）新手学电脑 ppt制作 办公应,IT教育研究工作室,¥88.00
 微信小程序开发从入门到实战（微课视频版 微信小程序开发实战）小程序开发详解 微信小程序模拟器怎么写 android开发,李睿琦 梁博,¥78.20
 在最好的年纪学Python——小学生趣味编程,曹阳波、李文月,¥29.90
 用户界面设计,杨兆明 主编 毛彤、王爽 副主编,¥34.00
 TensorFlow深度学习——深入理解人工智能算法设计,龙良曲,¥44.50
 Python机器学习原理与算法实现,杨维忠、张甜,¥59.00
 Linux内核调优——构建高性能的企业服务,吴光科，周贺良，何青龙,¥34.50
 ANSYS Fluent二次开发指南,胡坤 编著,¥34.50
 剪映教程Ⅱ 调色卡点+字幕音乐+片头片尾+爆款模板,龙飞,¥34.50
 C#项目开发实战入门（全彩版）,明日科技(Mingri Soft),¥68.40
 Python实效编程百例·综合卷（102个实例练习 送全部源码）（Python3全彩版）,明日科技(Mingri Soft),¥78.20
 智能制造：技术前沿与探索应用,郑力、莫莉,¥34.00
 MATLAB/Simulink系统仿真（第2版）,李献,¥59.00
 LS-DYNA有限元建模、分析和优化设计,辛春亮、朱星宇、王凯、时党勇、刘安阳,¥69.50
 【领券立减100】全3册办公软件从入门到精通word excel ppt轻松应对 办公软件教程 零基础电脑个人简历万能表,谭立新、于思博,¥128.00
 KUKA（库卡）工业机器人编程与操作,韩鸿鸾，王海军，王鸿亮 主编,¥39.50
 大话统计学 基于R语言+中文统计工具 溢彩实训版,陈文贤,¥69.50
 ChatGPT：AIGC新时代（新时代·科技新物种）,陈世欣 陈格非,¥54.50
 自己动手做聊天机器人 chatgpt 人工智能机器学习深度学习实战丛书 机器人建模和控制 智能聊天机器人入门 自然语言处,刘杰飞,¥78.20
 Python金融风险管理FRM（基础篇）,姜伟生、涂升 主编 梁健斌、安然、芦苇 编著,¥84.50
 深度学习入门2：自制框架,[日]斋藤康毅,¥64.90
 和秋叶一起学PPT（第5版）,秋叶 陈陟熹,¥107.70
 钉钉低代码开发零基础入门,诸葛斌，胡延丰，叶周全，应欢欢，于欣鑫，董黎刚,¥44.90
 Photoshop人像摄影后期处理技法100问 (修订版),山武,¥59.90
 深网：Google搜不到的世界,匿名者 著 创美工厂 出品,¥19.10
 智能产品营销与服务,郭洪延、颜远海、马力、陈凯杰,¥19.50
 深入Activiti流程引擎：核心原理与高阶实战,贺波 胡海琴 刘晓鹏,¥69.90
 iVX通用无代码编程,孟智平、黄润民,¥49.50
 Excel高效办公应用与技巧大全（视频教程+彩色印刷）excel教程办公软件wps谁说菜鸟不会数据分析函数与公式exce,IT新时代教育,¥68.40
 概率机器学习,朱军,¥49.50
 Head First C#（第四版）,"[美]安德鲁?施特尔曼,[美]詹尼弗?格林,苏钰涵,等",¥89.10
 电力电子学——设计、建模、仿真与控制,[澳]肖卫东（Weidong Xiao）著，阚加荣、姜玉霞 译,¥34.50
 基于Python实现的遗传算法,[美]伊亚尔·沃桑斯基(Eyal Wirsansky) 著 吴虎胜 朱利 江川 吕龙 译,¥39.50
 C语言项目开发实战入门（全彩版）,明日科技(Mingri Soft),¥58.60
 飞手航拍教程：无人机摄影与后期从入门到精通,叶序,¥59.00
 韵动之美：延时摄影短视频制作从入门到精通,张汉超、余乃明,¥64.00
 Head First Git 实战（中文版）,[美] 拉朱·甘地（Raju Gandhi）,¥57.60
 Python OpenCV 从入门到实践（全彩版）,明日科技 赵宁 赛奎春,¥96.00
 Photoshop CS6从入门到精通 ps完全自学教程（全彩印高清视频版）图像后期 图片设计 平面设计 调色师手册 a,唯美世界,¥97.80
 React学习手册（第二版）,"[美]亚历克斯?班克斯,[美]伊夫?波尔切洛,安道",¥44.10
 Python树莓派编程从零开始（第3版）,[美]西蒙·蒙克（Simon Monk）著 张小明 任海英 译,¥24.90
 中文版Adobe Illustrator 2022完全案例教程（微课视频版）ai教程书籍教材 平面设计与制作 illus,"唯美世界 , 瞿颖健",¥125.40
 Oracle从入门到精通（第4版）,明日科技,¥44.90
 Redis数据库从入门到实践 Redis入门指南使用手册 redis设计与实现 redis深度历险 Redis实战 re,陈逸怀 刘勇 刘瑜 王伟,¥78.20
 On Java 中文版套装：基础卷+进阶卷（当当套装共2册）,[美]布鲁斯·埃克尔（Bruce Eckel）,¥129.80
 区块链技术及应用（第二版）,华为区块链技术开发团队,¥37.50
 传感器与智能时代（“科学家之梦”丛书）,褚君浩 李波 著,¥47.00
 Python OpenCV从入门到精通,明日科技,¥39.90
 Illustrator 2022从入门到精通,敬伟,¥54.00
 Scratch高手密码：编程思维改变未来——应对人工智能挑战,李泽,¥61.40
 Premiere Pro 2022从新手到高手,刘纬,¥39.50
 FFmpeg入门详解——流媒体直播原理及应用,梅会东,¥44.50
 Excel数据可视化——从图表到数据大屏,郭宏远,¥54.50
 CSS权威指南（第四版）,Eric A. Meyer 和 Estelle Weyl 著 安道 译,¥89.10
 一本书读懂无人驾驶,杨宽，陆盛赟 编著,¥44.00
 Python网络黑客攻防技术导论,（德）巴斯蒂安·鲍尔曼（Bastian Ballmann）著 张皓洋 译,¥34.50
 Effective软件测试,[荷]毛里西奥·阿尼什（Maurício Aniche）著 朱少民 李洁 张元 译,¥49.00
 AutoCAD 2020从入门到精通CAD视频教程（实战案例版）中文版autocad教材教程书籍 autocad二次开发,天工在线,¥88.00
 计算机与人脑(汉译名著本9）,[美]约翰·冯·诺依曼 著 王文浩 译,¥12.50
 智能硬件项目教程——基于ESP32,杨晋,¥34.50
 三菱FX3U PLC编程一本通,胡学明 等 编著,¥29.50
 深入浅出TCP/IP（图解·全彩版）完全图解TCP/IP 图解tcp ip详解计算机网络是怎样连接的 网络技术入门视觉指,[日]宫田宽士,¥136.20
 Rust编程从入门到实战,樊少冰、孟祥莲,¥34.50
 写给新手的深度学习——用Python学习神经网络和反向传播 chatgpt聊天机器人 图神经网络与深度学习 机器学习实战,我妻幸长 著,¥88.10
 零起步玩转Mind+创客教程——基于Arduino平台,占正奎 占杨,¥29.90
 零基础入门学习C语言——带你学C带你飞（微课视频版）,小甲鱼,¥39.50
 中文版Cinema 4D R21完全自学教程,任媛媛,¥126.40
 编程珠玑 第2版,[美] 乔恩·本特利（Jon Bentley）,¥29.50
 深入浅出密码学,戴维·王（David Wong）,¥59.90
 Oracle从入门到精通（第5版）,明日科技,¥49.90
 剪映专业版从新手到高手,高雪 崔志超 孙睿智,¥39.50
 PHP从入门到精通（第6版）,明日科技,¥49.90
 O'Reilly：Python文本分析,"[美]延斯·阿尔布雷希特,[美]西达尔特·拉马钱德兰,[美]克里斯蒂安·温克勒",¥57.60
 C#码农笔记——从第一行代码到项目实战,周家安,¥64.00
 ChatGPT速学通：文案写作+PPT制作+数据分析+知识学习与变现,刘道军,¥39.90
 SQL从入门到精通（微课视频版）大数据分析 管理工具 sql必知必会 基础教程即用即查 高性能mysql sql ser,陈贻品 贾蓓 和晓军 编著,¥78.20
 HTML5+CSS3+JavaScript从入门到精通（微课精编版）（第2版）,前端科技,¥64.00
 青少年学Python编程从入门到精通：视频案例版 中小学青少年编程儿童少儿编程 零基础学Python（全彩图解+高清视频,贾炜 编著,¥42.70
 高速数字接口与光电测试,李凯,¥89.00
 HCIE路由交换学习指南,泰克教育集团,¥64.00
 细说PyTorch深度学习：理论、算法、模型与编程实现,凌峰、丁麒文,¥49.50
 MG动画设计与制作从新手到高手,洪兴隆,¥44.00
 从零开始设计你的智能小车,胡青,¥29.50
 游戏专业概论（第4版）,刘炎,¥34.00
 C++新经典：设计模式,王健伟,¥49.50
 自动驾驶汽车环境感知,甄先通、黄坚、王亮、夏添,¥29.90
 Qt for Python PySide6 GUI界面开发详解与实例,李增刚、沈丽,¥59.00
 Visio绘图软件标准教程(全彩微课版),王曼 著,¥34.90
 机器视觉——使用HALCON描述与实现,杜斌,¥54.50
 Excel完全自学教程（提升职场办公效率的Excel工具箱，轻松实现从新手到高手，从低效办公到高效的转变。）,郭绍义，杜利明,¥23.00
 Vue.js 3移动应用开发实战,绵绵的糖,¥39.50
 Excel人力资源管理实操从入门到精通,齐涛,¥26.40
 Python FastAPI Web开发从入门到项目实战（视频版）,"刘瑜，安义,陈逸怀,喻小菲",¥47.50
 恶意代码逆向分析基础详解,刘晓阳,¥39.50
 Kali Linux2 网络渗透测试实践指南 第2版,李华峰,¥44.50
 零基础学C#（全彩版）,明日科技(Mingri Soft),¥78.20
 大数据技术入门——Hadoop+Spark,于海浩 刘志坤 主编 韩咏 孙栩 副主编,¥24.90
 数字安全网络战 360集团创始人周鸿祎全新力作 俞敏洪倾情推荐（精装珍藏版）,周鸿祎,¥42.70
 网络基础,田果 刘丹宁 余建威,¥34.50
 AutoCAD 2022中文版电气设计基础教程,张云杰,¥39.00
 MATLAB无线通信系统建模与仿真,丁伟雄,¥44.50
 Photoshop+Camera Raw照片后期处理入门与实战,梁新雷,¥34.50
 手把手教你学DSP（微课视频版）——基于TMS320F28335的应用开发及实战,顾卫钢，郭巍，张蔚，李跃威,¥44.50
 人工智能超入门丛书--情感分析：人工智能如何洞察心理 ChatGPT聊天机器人入门,龚超、张鹏宇、喻涛 著,¥34.90
 Stata统计分析：社会科学应用指南,[挪威]穆罕默德·梅赫梅托(Mehmet Mehmetoglu) [挪威]托尔·格奥尔格·雅各布森(Tor Georg Jakobsen) 著,¥59.00
